Order,PID,Lot_Frontage,Lot_Area,Lot_Shape,Land_Contour,Utilities,Land_Slope,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_SF_1,BsmtFin_Type_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Val,Mo_Sold,Year_Sold,Longitude,Latitude,MS_SubClass_One_Story_1945_and_Older,MS_SubClass_One_Story_1946_and_Newer_All_Styles,MS_SubClass_One_Story_PUD_1946_and_Newer,MS_SubClass_One_and_Half_Story_Finished_All_Ages,MS_SubClass_Other,MS_SubClass_Split_Foyer,MS_SubClass_Split_or_Multilevel,MS_SubClass_Two_Family_conversion_All_Styles_and_Ages,MS_SubClass_Two_Story_1945_and_Older,MS_SubClass_Two_Story_1946_and_Newer,MS_SubClass_Two_Story_PUD_1946_and_Newer,MS_Zoning_Other,MS_Zoning_Residential_Low_Density,MS_Zoning_Residential_Medium_Density,Street_Pave,Alley_No_Alley_Access,Alley_Paved,Lot_Config_CulDSac,Lot_Config_FR2,Lot_Config_Inside,Lot_Config_Other,Neighborhood_Brookside,Neighborhood_Clear_Creek,Neighborhood_College_Creek,Neighborhood_Crawford,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Iowa_DOT_and_Rail_Road,Neighborhood_Meadow_Village,Neighborhood_Mitchell,Neighborhood_North_Ames,Neighborhood_Northridge,Neighborhood_Northridge_Heights,Neighborhood_Northwest_Ames,Neighborhood_Old_Town,Neighborhood_Other,Neighborhood_Sawyer,Neighborhood_Sawyer_West,Neighborhood_Somerset,Neighborhood_South_and_West_of_Iowa_State_University,Neighborhood_Stone_Brook,Neighborhood_Timberland,Condition_1_Feedr,Condition_1_Norm,Condition_1_Other,Condition_1_PosN,Condition_1_RRAn,Condition_2_Other,Bldg_Type_OneFam,Bldg_Type_Twnhs,Bldg_Type_TwnhsE,Bldg_Type_TwoFmCon,House_Style_One_and_Half_Fin,House_Style_Other,House_Style_SFoyer,House_Style_SLvl,House_Style_Two_Story,Roof_Style_Hip,Roof_Style_Other,Roof_Matl_Other,Exterior_1st_BrkFace,Exterior_1st_CemntBd,Exterior_1st_HdBoard,Exterior_1st_MetalSd,Exterior_1st_Other,Exterior_1st_Plywood,Exterior_1st_Stucco,Exterior_1st_VinylSd,Exterior_1st_Wd Sdng,Exterior_1st_WdShing,Exterior_2nd_BrkFace,Exterior_2nd_CmentBd,Exterior_2nd_HdBoard,Exterior_2nd_MetalSd,Exterior_2nd_Other,Exterior_2nd_Plywood,Exterior_2nd_Stucco,Exterior_2nd_VinylSd,Exterior_2nd_Wd Sdng,Exterior_2nd_Wd Shng,Mas_Vnr_Type_BrkFace,Mas_Vnr_Type_Other,Mas_Vnr_Type_Stone,Mas_Vnr_Type_nan,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,BsmtFin_Type_1_BLQ,BsmtFin_Type_1_GLQ,BsmtFin_Type_1_LwQ,BsmtFin_Type_1_No_Basement,BsmtFin_Type_1_Rec,BsmtFin_Type_1_Unf,BsmtFin_SF_2_Other,Heating_Other,Central_Air_Y,Garage_Type_Basment,Garage_Type_BuiltIn,Garage_Type_Detchd,Garage_Type_No_Garage,Garage_Type_Other,Misc_Feature_Other,Misc_Feature_Othr,Misc_Feature_Shed,Misc_Feature_nan,Sale_Type_New,Sale_Type_Other,Sale_Type_WD ,Sale_Condition_Family,Sale_Condition_Normal,Sale_Condition_Other,Sale_Condition_Partial
785,905377130,0,12342,2.0,3.0,2.0,2.0,2.0,4.0,1940,1950,0,1.0,2.0,2.0,2.0,1.0,2,1.0,599,861,4.0,3.0,861,0,0,861,0,0,1,0,1,1,2.0,4,3.0,0,0.0,1.0,2,539,3.0,3.0,2.0,158,0,0,0,0,0,0.0,0.0,0,3,2009,-93.6721573,42.0240278,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2017,903233030,51,6120,3.0,3.0,2.0,2.0,4.0,5.0,1926,1950,0,1.0,2.0,2.0,2.0,1.0,1,1.0,405,756,3.0,2.0,903,378,0,1281,1,0,1,0,2,1,3.0,6,3.0,0,0.0,1.0,2,379,3.0,3.0,2.0,25,0,0,0,0,0,0.0,0.0,0,8,2007,-93.621504,42.032505,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1143,531384030,43,14565,1.0,3.0,2.0,2.0,6.0,4.0,1994,1995,145,2.0,2.0,3.0,2.0,3.0,3,1.0,295,832,4.0,3.0,832,825,0,1657,0,0,2,1,3,1,3.0,6,3.0,0,0.0,2.0,2,483,3.0,3.0,2.0,144,74,0,0,0,0,0.0,0.0,2000,11,2008,-93.689801,42.034988,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2261,916384070,68,8298,2.0,2.0,2.0,2.0,7.0,4.0,2006,2007,0,2.0,2.0,3.0,2.0,3.0,3,1.0,963,1546,4.0,3.0,1564,0,0,1564,0,0,2,0,2,1,4.0,6,3.0,1,4.0,2.0,2,502,3.0,3.0,2.0,132,0,0,0,0,0,0.0,0.0,0,9,2007,-93.650569,41.994137,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1428,906420130,59,11228,1.0,3.0,2.0,2.0,6.0,4.0,1993,1993,0,2.0,2.0,3.0,2.0,1.0,2,6.0,499,1080,4.0,3.0,1080,1017,0,2097,0,1,2,1,3,1,3.0,9,3.0,1,3.0,1.0,3,678,3.0,3.0,2.0,196,187,0,0,0,0,0.0,0.0,0,12,2008,-93.681199,42.029437,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
668,535402090,83,10143,3.0,3.0,2.0,2.0,5.0,6.0,1963,1963,295,1.0,2.0,2.0,2.0,1.0,6,1.0,996,1380,1.0,3.0,1380,0,0,1380,0,0,1,1,3,1,2.0,6,3.0,0,0.0,1.0,1,364,3.0,3.0,2.0,0,0,0,0,216,0,0.0,4.0,0,6,2009,-93.607655,42.04015,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2536,534201280,70,8400,3.0,3.0,2.0,2.0,4.0,4.0,1968,1968,168,1.0,2.0,2.0,2.0,3.0,2,1.0,36,1052,3.0,3.0,1052,0,0,1052,1,0,1,1,3,1,2.0,5,3.0,0,0.0,2.0,1,288,3.0,3.0,2.0,356,0,0,0,0,0,0.0,4.0,0,11,2006,-93.627517,42.045885,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2046,904101070,138,18030,2.0,1.0,2.0,2.0,4.0,5.0,1946,1994,0,1.0,2.0,2.0,2.0,1.0,6,4.0,977,1598,2.0,3.0,1636,971,479,3086,0,0,3,0,3,1,4.0,12,-1.0,1,4.0,0.0,0,0,0.0,0.0,2.0,122,0,0,0,0,0,0.0,1.0,0,3,2007,-93.656124,42.033285,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
512,528439060,76,9139,2.0,3.0,2.0,2.0,7.0,4.0,2006,2006,206,2.0,2.0,4.0,2.0,3.0,3,1.0,1043,1422,4.0,3.0,1432,0,0,1432,0,0,2,0,3,1,3.0,7,3.0,1,4.0,3.0,2,492,3.0,3.0,2.0,297,50,0,0,0,0,0.0,0.0,0,9,2009,-93.64236,42.053212,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1625,527162090,63,7875,3.0,3.0,2.0,2.0,6.0,4.0,1995,1996,38,1.0,2.0,3.0,3.0,1.0,7,1.0,1237,1237,3.0,3.0,1253,0,0,1253,0,0,2,0,3,1,2.0,6,3.0,1,3.0,3.0,2,402,3.0,3.0,2.0,220,21,0,0,0,0,0.0,0.0,0,6,2007,-93.637883,42.059517,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2716,905107240,78,10335,2.0,3.0,2.0,2.0,4.0,5.0,1968,1993,0,1.0,2.0,2.0,2.0,1.0,6,1.0,891,1461,3.0,3.0,1721,0,0,1721,0,0,2,1,3,1,2.0,7,1.0,1,3.0,2.0,2,440,3.0,3.0,2.0,0,96,180,0,0,0,0.0,1.0,0,7,2006,-93.673601,42.031362,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1370,903481100,60,10320,3.0,3.0,2.0,2.0,3.0,3.0,1915,1950,0,0.0,1.0,2.0,1.0,1.0,7,1.0,536,536,4.0,1.0,808,536,0,1344,0,0,2,0,3,2,2.0,8,3.0,0,0.0,0.0,0,0,0.0,0.0,0.0,42,0,204,0,0,0,0.0,0.0,0,5,2008,-93.6246096,42.0242331,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
762,904100190,50,4280,2.0,3.0,2.0,2.0,2.0,8.0,1946,2001,0,1.0,3.0,1.0,2.0,1.0,7,1.0,560,560,4.0,2.0,704,0,0,704,0,1,1,0,2,1,1.0,4,3.0,0,0.0,1.0,1,220,3.0,3.0,2.0,0,0,24,0,0,0,0.0,0.0,0,9,2009,-93.659205,42.032681,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2855,909254070,54,7588,3.0,3.0,2.0,2.0,6.0,5.0,1920,1950,0,1.0,2.0,1.0,2.0,1.0,4,1.0,441,793,3.0,3.0,901,901,0,1802,0,0,1,1,4,1,2.0,9,3.0,1,4.0,1.0,1,216,2.0,3.0,2.0,0,0,40,0,0,0,0.0,0.0,0,7,2006,-93.6447118,42.0165794,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
96,533210060,30,3215,3.0,3.0,2.0,2.0,6.0,4.0,2004,2004,120,2.0,2.0,3.0,2.0,3.0,3,1.0,320,600,4.0,3.0,600,600,0,1200,0,0,2,1,2,1,3.0,4,3.0,0,0.0,2.0,2,480,3.0,3.0,2.0,0,172,0,0,0,0,0.0,0.0,0,4,2010,-93.645599,42.048566,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2740,905451050,80,12048,3.0,3.0,2.0,2.0,4.0,5.0,1952,2002,232,1.0,2.0,5.0,5.0,0.0,5,0.0,0,0,3.0,3.0,1488,0,0,1488,0,0,1,0,3,1,2.0,7,3.0,1,5.0,2.0,2,569,3.0,3.0,2.0,0,189,36,0,348,0,0.0,0.0,0,4,2006,-93.666255,42.025846,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1054,528104080,67,14948,2.0,3.0,2.0,2.0,8.0,4.0,2008,2008,268,3.0,2.0,4.0,2.0,3.0,3,1.0,122,1452,4.0,3.0,1476,1237,0,2713,1,0,2,1,3,1,4.0,11,3.0,1,4.0,3.0,3,858,3.0,3.0,2.0,126,66,0,0,0,0,0.0,0.0,0,11,2008,-93.652744,42.062925,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2005,902427180,76,11800,3.0,3.0,2.0,2.0,2.0,6.0,1949,2002,0,1.0,2.0,5.0,5.0,0.0,5,0.0,0,0,4.0,3.0,1382,0,0,1382,0,0,2,0,1,1,2.0,6,2.0,1,3.0,2.0,1,384,3.0,3.0,2.0,0,40,0,0,0,0,0.0,0.0,0,5,2007,-93.6051157,42.0272703,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
618,534475250,90,9900,3.0,3.0,2.0,2.0,5.0,4.0,1967,1967,0,2.0,2.0,2.0,2.0,1.0,6,1.0,507,1680,2.0,3.0,1691,0,0,1691,1,0,1,0,2,1,2.0,5,3.0,0,0.0,1.0,2,550,-1.0,3.0,2.0,0,67,260,0,0,0,0.0,1.0,0,4,2009,-93.62568,42.036182,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
383,527359180,0,10304,2.0,3.0,2.0,2.0,4.0,6.0,1976,1976,44,1.0,3.0,2.0,2.0,1.0,1,1.0,399,780,4.0,3.0,1088,780,0,1868,1,0,2,1,4,1,3.0,9,3.0,1,3.0,1.0,2,484,3.0,3.0,2.0,448,96,0,0,0,0,0.0,0.0,0,10,2009,-93.635919,42.049394,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
99,533212060,24,2544,3.0,3.0,2.0,2.0,5.0,4.0,2005,2005,216,2.0,2.0,3.0,2.0,1.0,3,1.0,224,600,4.0,3.0,600,636,0,1236,1,0,2,1,2,1,3.0,4,3.0,0,0.0,2.0,2,480,3.0,3.0,2.0,0,166,0,0,0,0,0.0,0.0,0,5,2010,-93.64489,42.047782,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
246,906201120,83,11980,3.0,0.0,2.0,1.0,6.0,4.0,1987,1987,177,2.0,2.0,3.0,2.0,4.0,3,1.0,0,1433,4.0,3.0,1433,0,0,1433,1,0,1,1,1,1,3.0,4,3.0,2,3.0,2.0,2,528,-1.0,-1.0,2.0,0,278,0,0,266,0,0.0,1.0,0,6,2010,-93.685988,42.032076,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
293,909250060,50,9638,3.0,3.0,2.0,2.0,5.0,6.0,1919,1990,0,1.0,2.0,2.0,2.0,1.0,7,1.0,804,804,4.0,3.0,1699,748,0,2447,0,0,2,0,4,1,3.0,10,0.0,1,4.0,1.0,1,336,3.0,3.0,2.0,272,0,42,0,116,0,0.0,0.0,0,3,2010,-93.646683,42.019093,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
498,528344040,0,16545,2.0,3.0,2.0,2.0,7.0,4.0,1998,1998,731,2.0,2.0,3.0,2.0,2.0,3,1.0,503,1284,4.0,3.0,1310,1140,0,2450,1,0,2,1,3,1,3.0,7,3.0,1,3.0,3.0,3,1069,3.0,3.0,2.0,0,126,0,0,0,0,0.0,0.0,0,5,2009,-93.652608,42.053441,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
290,909176150,0,7890,3.0,3.0,2.0,2.0,5.0,5.0,1939,1950,0,1.0,2.0,2.0,2.0,1.0,6,1.0,618,856,2.0,3.0,856,0,0,856,1,0,1,0,2,1,2.0,4,3.0,1,4.0,1.0,2,399,3.0,3.0,2.0,0,0,0,0,166,0,0.0,0.0,0,3,2010,-93.6514413,42.0177987,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2332,527210050,63,12292,2.0,2.0,2.0,2.0,8.0,4.0,2006,2006,184,2.0,2.0,4.0,3.0,4.0,3,1.0,889,1094,4.0,3.0,1102,1371,0,2473,0,0,2,1,4,1,3.0,11,3.0,1,4.0,3.0,3,675,3.0,3.0,2.0,246,39,0,0,0,0,0.0,0.0,0,7,2006,-93.629174,42.060516,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1621,527126030,41,5330,3.0,3.0,2.0,2.0,7.0,4.0,2000,2000,0,2.0,2.0,3.0,2.0,3.0,3,1.0,298,1494,4.0,3.0,1652,0,0,1652,1,0,2,0,2,1,4.0,6,3.0,0,0.0,2.0,2,499,3.0,3.0,2.0,96,48,0,0,0,0,0.0,0.0,0,8,2007,-93.634341,42.063067,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
564,532478020,0,15676,2.0,0.0,2.0,2.0,7.0,7.0,1980,1980,115,2.0,3.0,3.0,3.0,4.0,1,3.0,189,2014,3.0,3.0,2014,0,0,2014,1,0,2,0,2,1,3.0,6,-1.0,2,4.0,2.0,3,864,3.0,3.0,2.0,462,0,0,255,0,0,0.0,1.0,0,4,2009,-93.660327,42.037236,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
565,533135020,0,11949,3.0,3.0,2.0,2.0,6.0,7.0,1991,2008,196,2.0,3.0,3.0,2.0,1.0,3,5.0,158,975,4.0,3.0,975,780,0,1755,0,1,2,1,3,1,3.0,7,3.0,1,3.0,1.0,2,524,3.0,3.0,2.0,502,60,0,0,0,0,0.0,3.0,0,7,2009,-93.650333,42.047669,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
